ContactId;GenderCode;DoNotEMail;registration_date;sendsms;source;allownotification;balance;credit;debet;discount_summ;quantity;summ;average_cheque;last_transaction_date;churn_bool;has_last_week_transaction;has_last_month_transaction;has_last_halfyear_transaction;churn_prob
26;NULL;1;12.11.2019 11:10;1;2;1;12333.13;565987;578320.13;0;32;243463.58;7608.24;18.05.2021 10:45;0;0;1;1;0
27;NULL;1;12.11.2019 11:24;1;2;1;167.46;23446;23613.46;0;40;40486.43;1012.16;02.06.2021 12:18;0;1;1;1;0
28;NULL;1;12.11.2019 11:36;1;2;1;1095.83;40065;41160.83;0;41;32663.33;796.67;31.05.2021 8:03;0;0;1;1;0
29;NULL;1;12.11.2019 11:37;1;2;1;1277.12;16377;17654.12;0;45;24851.14;552.25;12.06.2021 11:29;0;1;1;1;0
30;NULL;1;12.11.2019 11:54;1;2;1;129.66;110248;110377.66;0;12;75724.23;6310.35;28.04.2021 10:10;0;0;0;1;0
31;NULL;1;12.11.2019 12:25;1;2;1;824.27;22943;23767.27;0;67;42633.93;636.33;12.06.2021 14:41;0;1;1;1;0
32;1;1;12.11.2019 12:33;1;2;1;1017.79;221226;222243.79;0;16;59504.94;3719.06;23.04.2021 22:30;0;0;0;1;0
33;NULL;1;12.11.2019 12:39;1;2;1;18494.68;353539;372033.68;0;194;269702.37;1390.22;13.06.2021 20:21;0;1;1;1;0
34;NULL;1;12.11.2019 12:48;1;2;1;1524.31;241923;243447.31;0;88;144349.09;1640.33;13.06.2021 16:27;0;1;1;1;0
35;2;1;12.11.2019 13:02;1;2;1;9076.99;142040;151116.99;0;64;93052.89;1453.95;07.06.2021 11:52;0;1;1;1;0
36;NULL;1;12.11.2019 13:02;1;2;1;174.36;145382;145556.36;0;157;91815.56;584.81;11.06.2021 12:35;0;1;1;1;0
37;NULL;1;12.11.2019 13:07;1;2;1;0;16593.43;16593.43;0;25;14152.35;566.09;03.07.2020 14:54;0;0;0;0;0
38;NULL;1;12.11.2019 13:10;1;2;1;1687.69;565454;567141.69;0;99;257541.36;2601.43;12.06.2021 19:11;0;1;1;1;0
39;NULL;1;12.11.2019 13:24;1;2;1;41644.69;137007;178651.69;0;120;128264.32;1068.87;13.06.2021 14:06;0;1;1;1;0
40;NULL;1;12.11.2019 13:31;1;2;1;166.63;54366;54532.63;0;84;70460.92;838.82;09.06.2021 13:04;0;1;1;1;0
41;NULL;1;12.11.2019 13:42;1;2;1;188.78;46884;47072.78;0;84;66577.18;792.59;26.05.2021 10:11;0;0;1;1;0
42;1;1;12.11.2019 14:01;1;2;1;95;26654.08;26749.08;0;101;18362.05;181.8;22.02.2021 12:19;0;0;0;1;0
43;NULL;1;12.11.2019 14:19;1;2;1;4049.04;111412;115461.04;0;52;143554.63;2760.67;05.06.2021 9:45;0;1;1;1;0
44;NULL;1;12.11.2019 14:36;1;2;1;145.82;6250;6395.82;0;14;25125.78;1794.7;26.05.2021 15:51;0;0;1;1;0
45;NULL;1;2019-11-12 15:18:26.070;1;2;1;843.61;46916;47759.61;0;14;11964.6;854.61;08.06.2021 17:37;0;1;1;1;0
46;NULL;1;12.11.2019 15:42;1;2;1;250.94;35292.66;35543.6;0;61;41116.87;674.05;20.04.2021 18:05;0;0;0;1;0
47;NULL;1;12.11.2019 15:47;1;2;1;1038.42;26476;27514.42;0;64;60484.54;945.07;02.06.2021 13:39;0;1;1;1;0
48;1;1;12.11.2019 15:51;0;2;1;0;6855.26;6855.26;0;3;6898.42;2299.47;03.10.2020 11:42;0;0;0;0;0
49;NULL;1;12.11.2019 16:03;1;2;1;1209.04;167486;168695.04;0;130;112903.04;868.48;14.06.2021 18:34;0;1;1;1;0
50;NULL;1;12.11.2019 16:04;1;2;1;98.65;45135;45233.65;0;76;146410.23;1926.45;14.06.2021 10:26;0;1;1;1;0
51;NULL;1;12.11.2019 16:35;1;2;1;4555.9;3545.46;8101.36;0;3;8101.36;2700.45;07.03.2021 15:52;0;0;0;1;0
52;NULL;1;12.11.2019 16:42;1;2;1;1878.7;144699;146577.7;0;85;104878.97;1233.87;11.06.2021 19:05;0;1;1;1;0
53;NULL;1;12.11.2019 16:44;1;2;1;0;2837.05;2837.05;0;4;2854.87;713.72;19.06.2020 16:08;0;0;0;0;0
54;NULL;1;12.11.2019 17:25;1;2;1;4346.51;257044;261390.51;0;55;131073.55;2383.16;23.02.2021 14:55;0;0;0;1;0
55;NULL;1;12.11.2019 17:28;1;2;1;950.15;220696;221646.15;0;78;120836.07;1549.18;14.06.2021 14:24;0;1;1;1;0
56;1;1;12.11.2019 17:31;1;2;1;1508.18;55376;56884.18;0;45;50274.33;1117.21;01.04.2021 16:33;0;0;0;1;0
57;NULL;1;12.11.2019 17:41;1;2;1;1448.12;136924;138372.12;0;87;77381.6;889.44;12.06.2021 15:26;0;1;1;1;0
58;NULL;1;12.11.2019 17:44;1;2;1;2828.35;8325;11153.35;0;18;9356.59;519.81;18.12.2020 11:32;0;0;0;0;0
59;NULL;1;12.11.2019 17:49;1;2;1;7401.09;50607.32;58008.41;0;13;36967.85;2843.68;09.06.2021 18:33;0;1;1;1;0
60;NULL;1;12.11.2019 17:50;1;2;1;12640.34;1376512;1389152.34;0;137;686920.13;5014.02;13.06.2021 16:46;0;1;1;1;0
61;NULL;1;12.11.2019 17:52;1;2;1;12411.19;664753;677164.19;0;63;299751.03;4757.95;01.05.2021 16:49;0;0;1;1;0
62;NULL;1;12.11.2019 17:54;1;2;1;90.57;15817;15907.57;0;19;19215.76;1011.36;28.04.2021 15:35;0;0;0;1;0
63;NULL;1;12.11.2019 18:11;1;2;1;2584.33;110506;113090.33;0;89;60234.14;676.79;05.06.2021 13:05;0;1;1;1;0
64;NULL;1;12.11.2019 18:12;1;2;1;1832.57;1213349;1215181.57;0;329;766667.32;2330.3;13.06.2021 18:06;0;1;1;1;0
65;NULL;1;12.11.2019 18:20;1;2;1;4010.16;237378;241388.16;0;32;116155.81;3629.87;04.04.2021 17:57;0;0;0;1;0
66;NULL;1;12.11.2019 18:25;1;2;1;2558;35983.9;38541.9;0;5;14848.66;2969.73;04.03.2021 16:33;0;0;0;1;0
67;NULL;1;12.11.2019 18:29;1;2;1;4886.44;289593;294479.44;0;206;192108.42;932.57;13.06.2021 16:46;0;1;1;1;0
68;NULL;1;12.11.2019 18:38;1;2;1;2318.97;96033;98351.97;0;81;65352.03;806.82;03.05.2021 12:22;0;0;1;1;0
69;1;1;12.11.2019 18:47;1;2;1;2016.77;574607;576623.77;0;402;455250.05;1132.46;14.06.2021 20:28;0;1;1;1;0
70;NULL;1;12.11.2019 18:53;0;2;1;27705.87;139345;167050.87;0;14;102902.71;7350.19;14.03.2021 15:27;0;0;0;1;0
71;NULL;1;12.11.2019 18:59;1;2;1;556.74;902.03;1458.77;0;7;1458.77;208.4;10.02.2021 14:29;0;0;0;1;0
72;NULL;1;12.11.2019 19:08;1;2;1;1145.4;77936;79081.4;0;99;61998.77;626.25;06.06.2021 14:32;0;1;1;1;0
73;NULL;1;12.11.2019 19:10;1;2;1;4412.09;413521;417933.09;0;184;280409.48;1523.96;10.06.2021 18:19;0;1;1;1;0
74;NULL;1;12.11.2019 19:23;1;2;1;0;26917.34;26917.34;0;3;16978.51;5659.5;21.11.2020 17:39;0;0;0;0;0
75;NULL;1;12.11.2019 19:28;1;2;1;11125.87;101439;112564.87;0;71;67110.36;945.22;13.06.2021 12:53;0;1;1;1;0
76;NULL;1;12.11.2019 19:34;1;2;1;4743.43;89873;94616.43;0;66;76433.09;1158.08;05.06.2021 16:56;0;1;1;1;0
77;NULL;1;12.11.2019 19:41;1;2;1;2912.07;147904.47;150816.54;0;15;55484.68;3698.98;19.05.2021 18:04;0;0;1;1;0
78;NULL;1;12.11.2019 19:44;1;2;1;3444.93;33121.77;36566.7;0;14;29644.98;2117.5;03.03.2021 14:15;0;0;0;1;0
79;NULL;1;12.11.2019 19:44;1;2;1;5126.64;184521;189647.64;0;132;126781.56;960.47;10.06.2021 18:19;0;1;1;1;0
80;NULL;1;12.11.2019 19:56;1;2;1;0;71767.33;71767.33;0;3;18160.21;6053.4;21.08.2020 19:28;0;0;0;0;0
81;NULL;1;12.11.2019 20:02;1;2;1;4084.49;270038;274122.49;0;455;183457.29;403.2;13.06.2021 16:09;0;1;1;1;0
82;NULL;1;12.11.2019 20:06;1;2;1;3180.58;105610;108790.58;0;102;97203.01;952.97;12.06.2021 14:31;0;1;1;1;0
83;1;1;12.11.2019 20:08;0;2;1;0;6061.6;6061.6;0;3;11130.28;3710.09;16.12.2020 14:59;0;0;0;0;0
84;NULL;1;12.11.2019 20:11;1;2;1;5323.11;134447;139770.11;0;89;86565.69;972.65;01.06.2021 14:47;0;1;1;1;0
85;1;1;2019-11-12 20:12:59.080;1;2;1;3265.09;118766;122031.09;0;121;82692.19;683.41;14.06.2021 15:25;0;1;1;1;0
86;NULL;1;12.11.2019 20:17;1;2;1;3300.22;165103;168403.22;0;103;105769.6;1026.89;13.06.2021 19:04;0;1;1;1;0
87;NULL;1;12.11.2019 20:22;1;2;1;801.95;268799;269600.95;0;62;88201;1422.6;15.05.2021 21:06;0;0;1;1;0
88;NULL;1;2019-11-12 20:46:06.053;1;2;1;22174.22;1056362;1078536.22;0;98;562762.12;5742.47;28.05.2021 14:24;0;0;1;1;0
89;NULL;1;12.11.2019 20:51;1;2;1;2249.91;103606;105855.91;0;27;64345.41;2383.16;12.06.2021 21:08;0;1;1;1;0
90;NULL;1;12.11.2019 21:11;1;2;1;3766.43;30527;34293.43;0;18;19399.33;1077.74;12.01.2021 12:47;0;0;0;1;0
91;1;1;12.11.2019 21:19;1;2;1;7137.22;75046;82183.22;0;35;61974.27;1770.69;06.06.2021 15:49;0;1;1;1;0
92;NULL;1;12.11.2019 21:20;1;2;1;718.87;22027;22745.87;0;78;11724.17;150.31;12.06.2021 11:13;0;1;1;1;0
93;NULL;1;12.11.2019 21:29;1;2;1;4162.84;276873;281035.84;0;106;193923.27;1829.46;12.06.2021 12:00;0;1;1;1;0
94;NULL;1;12.11.2019 21:43;1;2;1;4384.25;14515;18899.25;0;21;18938.62;901.84;20.01.2021 19:45;0;0;0;1;0
95;NULL;1;12.11.2019 21:50;1;2;1;1258.96;148679;149937.96;0;88;97367.75;1106.45;14.06.2021 11:01;0;1;1;1;0
96;2;1;12.11.2019 21:53;1;2;1;137.33;38415.61;38552.94;0;85;137419.06;1616.69;07.06.2021 11:40;0;1;1;1;0
97;1;1;12.11.2019 21:59;1;2;1;3055.36;30070;33125.36;0;24;31117.12;1296.55;09.06.2021 14:19;0;1;1;1;0
98;NULL;1;12.11.2019 22:04;1;2;1;36555.77;593297;629852.77;0;159;387010.29;2434.03;13.06.2021 16:11;0;1;1;1;0
99;NULL;1;2019-11-12 22:20:43.080;1;2;1;18308.05;391152;409460.05;0;98;241385.28;2463.12;29.05.2021 16:20;0;0;1;1;0
100;NULL;1;12.11.2019 22:26;1;2;1;0;309342.9;309342.9;0;87;175494.48;2017.18;10.09.2020 9:38;0;0;0;0;0
101;NULL;1;2019-11-12 22:26:32.007;1;2;1;658.92;354197;354855.92;0;53;218309.65;4119.05;28.12.2020 13:36;0;0;0;0;0
102;NULL;1;12.11.2019 22:32;1;2;1;2902.15;493650;496552.15;0;66;293499.46;4446.96;10.06.2021 15:30;0;1;1;1;0
103;NULL;1;12.11.2019 23:25;1;2;1;3029.61;1777122;1780151.61;0;93;721652.23;7759.7;06.06.2021 21:24;0;1;1;1;0
104;1;1;12.11.2019 23:26;0;2;1;0;87648.83;87648.83;0;5;28165.9;5633.18;19.06.2020 18:42;0;0;0;0;0
105;2;1;12.11.2019 23:52;1;2;1;2357.83;16512;18869.83;0;40;16993.13;424.83;23.04.2021 21:11;0;0;0;1;0
106;NULL;1;13.11.2019 5:44;1;2;1;15344.39;707012;722356.39;0;330;483334.06;1464.65;12.06.2021 10:33;0;1;1;1;0
107;2;1;13.11.2019 7:43;1;2;1;1162.44;369012;370174.44;0;195;198587.34;1018.4;11.06.2021 19:01;0;1;1;1;0
108;NULL;1;13.11.2019 8:04;0;2;1;20418.03;495091;515509.03;0;174;317656.14;1825.61;12.06.2021 17:14;0;1;1;1;0
109;NULL;1;13.11.2019 8:37;1;2;1;1740.88;86117;87857.88;0;45;75094.11;1668.76;08.06.2021 20:32;0;1;1;1;0
110;1;1;13.11.2019 8:50;1;2;1;19189.9;242089;261278.9;0;18;121584.35;6754.69;25.05.2021 12:07;0;0;1;1;0
111;NULL;1;13.11.2019 9:24;1;2;1;0;126216.99;126216.99;0;135;115439.72;855.11;03.10.2020 17:37;0;0;0;0;0
112;1;1;13.11.2019 9:32;1;2;1;13183.81;8407;21590.81;0;12;12709.92;1059.16;15.12.2020 22:19;0;0;0;0;0
113;NULL;1;13.11.2019 9:35;1;2;1;2973.86;670470;673443.86;0;153;442377.2;2891.35;03.06.2021 14:07;0;1;1;1;0
114;NULL;1;13.11.2019 9:48;1;2;1;2122.05;103880;106002.05;0;28;103062.54;3680.81;24.05.2021 19:01;0;0;1;1;0
115;NULL;1;13.11.2019 10:30;1;2;1;694.25;28941;29635.25;0;26;18468.66;710.33;12.06.2021 14:15;0;1;1;1;0
116;NULL;1;2019-11-13 10:43:09.027;1;2;1;166.78;287026;287192.78;0;148;225151.35;1521.29;14.06.2021 12:01;0;1;1;1;0
117;NULL;1;13.11.2019 10:48;1;2;1;1826.41;19917;21743.41;0;38;57909.72;1523.94;31.05.2021 13:31;0;0;1;1;0
118;NULL;1;13.11.2019 10:51;1;2;1;22041.45;158254;180295.45;0;455;194710.57;427.94;14.06.2021 13:50;0;1;1;1;0
119;NULL;1;13.11.2019 11:03;1;2;1;9967.14;841215;851182.14;0;208;521848.56;2508.89;12.06.2021 10:13;0;1;1;1;0
120;NULL;1;13.11.2019 11:05;1;2;1;552.7;128201;128753.7;0;35;54774.83;1565;16.02.2021 16:48;0;0;0;1;0
121;NULL;1;13.11.2019 11:08;1;2;1;658.6;3219.56;3878.16;0;11;6154.84;559.53;25.05.2021 18:02;0;0;1;1;0
122;NULL;1;13.11.2019 11:11;1;2;1;868.98;7973.06;8842.04;0;18;8826.4;490.36;09.05.2021 13:33;0;0;1;1;0
123;NULL;1;13.11.2019 11:12;1;2;1;5011.75;70084.38;75096.13;0;5;15121.07;3024.21;27.12.2020 12:03;0;0;0;0;0
124;NULL;1;13.11.2019 11:39;1;2;1;2337.57;237412;239749.57;0;183;181999.54;994.53;14.06.2021 15:35;0;1;1;1;0
125;NULL;1;13.11.2019 11:41;1;2;1;913.98;19548;20461.98;0;28;16223.78;579.42;10.05.2021 12:48;0;0;1;1;0
126;NULL;1;13.11.2019 11:43;1;2;1;2722.02;29483;32205.02;0;27;45745.59;1694.28;11.06.2021 19:43;0;1;1;1;0
127;NULL;1;13.11.2019 11:45;1;2;1;104.62;38395;38499.62;0;65;46680.88;718.17;10.06.2021 15:16;0;1;1;1;0
128;NULL;1;13.11.2019 11:45;1;2;1;2277.31;140235;142512.31;0;87;164177.81;1887.1;11.06.2021 12:57;0;1;1;1;0
129;NULL;1;13.11.2019 11:48;1;2;1;1704.18;36640;38344.18;0;80;64491.44;806.14;07.06.2021 14:53;0;1;1;1;0
130;NULL;1;13.11.2019 11:54;1;2;1;4566.59;251453;256019.59;0;91;192330.64;2113.52;13.06.2021 11:57;0;1;1;1;0
131;NULL;1;13.11.2019 11:56;1;2;1;5534.83;11157;16691.83;0;26;23410.24;900.39;01.06.2021 12:57;0;1;1;1;0
132;NULL;1;13.11.2019 12:07;1;2;1;358.54;30280.19;30638.73;0;17;12958.16;762.24;29.04.2021 16:13;0;0;0;1;0
133;NULL;1;2019-11-13 12:26:25.050;1;2;1;1308.85;2474.55;3783.4;0;8;7335.57;916.95;26.04.2021 17:07;0;0;0;1;0
134;NULL;1;13.11.2019 12:28;1;2;1;89.68;86176;86265.68;0;100;101764.64;1017.65;08.06.2021 12:53;0;1;1;1;0
135;NULL;1;13.11.2019 12:34;1;2;1;4113.08;1419399;1423512.08;0;136;662088.43;4868.3;15.04.2021 14:46;0;0;0;1;0
136;NULL;1;13.11.2019 12:42;0;2;1;615.07;196699;197314.07;0;259;124751.92;481.67;06.06.2021 16:32;0;1;1;1;0
137;NULL;1;2019-11-13 12:42:58.030;1;2;1;128.8;281657;281785.8;0;181;234287.62;1294.41;14.06.2021 14:09;0;1;1;1;0
138;NULL;1;2019-11-13 12:48:52.017;1;2;1;4888.4;67923;72811.4;0;34;56559.85;1663.53;16.03.2021 17:22;0;0;0;1;0
139;NULL;1;13.11.2019 12:59;1;2;1;1014.99;163825;164839.99;0;390;69790.08;178.95;11.06.2021 18:03;0;1;1;1;0
140;2;1;13.11.2019 13:10;1;2;1;10264.11;295091;305355.11;0;212;175972.79;830.06;11.05.2021 17:22;0;0;1;1;0
141;NULL;1;13.11.2019 13:14;1;2;1;3168.46;262550;265718.46;0;326;208125.14;638.42;09.06.2021 20:23;0;1;1;1;0
142;NULL;1;13.11.2019 13:16;0;2;1;398.02;146763;147161.02;0;124;92165.29;743.27;20.04.2021 13:00;0;0;0;1;0
143;NULL;1;13.11.2019 13:22;1;2;1;0;9384.56;9384.56;0;9;13440.64;1493.4;16.06.2020 11:39;0;0;0;0;0
144;NULL;1;13.11.2019 13:42;1;2;1;79;37721;37800;0;56;23078.08;412.11;23.03.2021 12:00;0;0;0;1;0
145;NULL;1;13.11.2019 13:43;1;2;1;931.03;88322.6;89253.63;0;27;54751.66;2027.84;02.05.2021 14:41;0;0;1;1;0
146;NULL;1;13.11.2019 13:50;1;2;1;161.19;246719;246880.19;0;118;282394.8;2393.18;14.06.2021 12:07;0;1;1;1;0
147;NULL;1;13.11.2019 13:56;1;2;1;79.03;30672;30751.03;0;115;25014.8;217.52;13.06.2021 11:12;0;1;1;1;0
148;NULL;1;13.11.2019 14:02;1;2;1;751.44;51328;52079.44;0;100;65425.68;654.26;07.06.2021 10:32;0;1;1;1;0
149;NULL;1;2019-11-13 14:10:09.060;1;2;1;924.68;149361;150285.68;0;319;107759.37;337.8;13.06.2021 20:07;0;1;1;1;0
150;NULL;1;13.11.2019 14:10;1;2;1;4903.36;242264;247167.36;0;109;145777.85;1337.41;12.05.2021 11:32;0;0;1;1;0
151;NULL;1;13.11.2019 14:49;1;2;1;1350.67;53769;55119.67;0;116;65820.19;567.42;31.05.2021 14:59;0;0;1;1;0
152;NULL;1;13.11.2019 14:58;1;2;1;10093.99;21534;31627.99;0;37;18066.25;488.28;23.05.2021 10:47;0;0;1;1;0
153;NULL;1;13.11.2019 15:00;1;2;1;3756.1;55873;59629.1;0;36;61134.43;1698.18;13.06.2021 10:18;0;1;1;1;0
154;NULL;1;13.11.2019 15:32;1;2;1;2735.73;165233;167968.73;0;101;122380.87;1211.69;09.06.2021 22:02;0;1;1;1;0
155;2;1;13.11.2019 15:49;0;2;1;8571.92;486343;494914.92;0;129;341949.35;2650.77;14.06.2021 17:27;0;1;1;1;0
156;2;1;13.11.2019 15:59;1;2;1;137.3;74804;74941.3;0;121;76203.91;629.78;07.06.2021 15:06;0;1;1;1;0
157;NULL;1;13.11.2019 16:11;1;2;1;411.35;17949.07;18360.42;0;12;6180.58;515.05;22.01.2021 14:36;0;0;0;1;0
158;1;1;2019-11-13 16:14:29.087;1;2;1;5841.69;69280;75121.69;0;81;50499.37;623.45;27.05.2021 10:38;0;0;1;1;0
159;NULL;1;13.11.2019 16:15;1;2;1;107.9;162421;162528.9;0;247;141812.64;574.14;07.06.2021 10:12;0;1;1;1;0
160;NULL;1;2019-11-13 16:20:57.063;1;2;1;847.14;42732;43579.14;0;27;22216.48;822.83;06.06.2021 18:48;0;1;1;1;0
161;NULL;1;2019-11-13 16:29:45.083;1;2;1;1016.39;69226;70242.39;0;86;27416.84;318.8;15.05.2021 21:35;0;0;1;1;0
162;NULL;1;13.11.2019 16:30;1;2;1;1110.29;60637;61747.29;0;39;47106.43;1207.86;06.06.2021 18:34;0;1;1;1;0
163;NULL;1;13.11.2019 16:31;1;2;1;13389.28;41715;55104.28;0;31;38084.11;1228.52;14.12.2020 12:06;0;0;0;0;0
164;NULL;1;13.11.2019 16:32;1;2;1;1387.87;166140;167527.87;0;64;102324.81;1598.83;08.06.2021 13:51;0;1;1;1;0
165;NULL;1;13.11.2019 16:37;1;2;1;1093.71;127522;128615.71;0;101;101698.7;1006.92;09.06.2021 7:39;0;1;1;1;0
166;NULL;1;13.11.2019 16:42;0;2;1;2639.9;127283;129922.9;0;78;89387.42;1145.99;05.06.2021 21:22;0;1;1;1;0
167;NULL;1;13.11.2019 16:43;1;2;1;4181.61;289656;293837.61;0;32;179229.05;5600.91;08.06.2021 16:47;0;1;1;1;0
168;NULL;1;13.11.2019 16:51;1;2;1;6055.17;279696;285751.17;0;23;103292.41;4490.97;07.06.2021 17:22;0;1;1;1;0
169;NULL;1;13.11.2019 16:54;1;2;1;0;85734.57;85734.57;0;15;51440.29;3429.35;10.07.2020 13:22;0;0;0;0;0
170;NULL;1;13.11.2019 17:25;1;2;1;23145.76;270191;293336.76;0;32;160906.96;5028.34;11.06.2021 12:48;0;1;1;1;0
171;NULL;1;13.11.2019 17:25;1;2;1;1806.79;16179;17985.79;0;20;28977.7;1448.89;11.06.2021 10:20;0;1;1;1;0
172;NULL;1;13.11.2019 17:26;1;2;1;12969.71;267562;280531.71;0;219;180562.35;824.49;14.06.2021 12:45;0;1;1;1;0
173;1;1;13.11.2019 17:29;1;2;1;1551.58;173330;174881.58;0;170;166137.2;977.28;04.06.2021 21:09;0;1;1;1;0
174;2;1;13.11.2019 17:45;1;2;1;5220.57;5109;10329.57;0;12;23623.59;1968.63;26.05.2021 8:48;0;0;1;1;0
175;NULL;1;13.11.2019 17:46;1;2;1;2127.59;395524;397651.59;0;630;245891.38;390.3;25.05.2021 21:52;0;0;1;1;0
176;NULL;1;2019-11-13 17:50:33.087;1;2;1;3444.91;217779;221223.91;0;340;153566.38;451.67;14.06.2021 18:25;0;1;1;1;0
177;NULL;1;13.11.2019 17:54;1;2;1;162466;303238;465704;0;50;233418.26;4668.37;03.06.2021 15:54;0;1;1;1;0
178;NULL;1;13.11.2019 18:18;1;2;1;1280.14;3190.82;4470.96;0;7;4483.46;640.49;04.04.2021 15:07;0;0;0;1;0
179;NULL;1;13.11.2019 18:25;1;2;1;14531.25;145260;159791.25;0;176;170352.66;967.91;05.06.2021 15:42;0;1;1;1;0
180;2;1;13.11.2019 18:25;1;2;1;91.8;1382.3;1474.1;0;4;1474.1;368.53;18.05.2021 11:58;0;0;1;1;0
181;NULL;1;13.11.2019 19:16;1;2;1;635.18;50500.9;51136.08;0;21;16666.65;793.65;14.06.2021 21:58;0;1;1;1;0
182;NULL;1;13.11.2019 19:20;1;2;1;9293.2;509258;518551.2;0;165;364665.46;2210.09;11.06.2021 17:50;0;1;1;1;0
183;2;1;13.11.2019 19:46;1;2;1;778.95;404407;405185.95;0;164;241831.08;1474.58;31.05.2021 13:46;0;0;1;1;0
184;NULL;1;13.11.2019 20:01;1;2;1;1308.02;301141;302449.02;0;210;373210.21;1777.19;12.06.2021 11:05;0;1;1;1;0
185;NULL;1;13.11.2019 20:18;1;2;1;2459.87;171806;174265.87;0;34;118722.95;3491.85;15.05.2021 17:47;0;0;1;1;0
186;NULL;1;13.11.2019 20:23;1;2;1;17927.67;129978;147905.67;0;113;83934.86;742.79;11.06.2021 19:42;0;1;1;1;0
187;NULL;1;13.11.2019 20:30;1;2;1;3411.34;429791;433202.34;0;170;291500;1714.71;08.06.2021 20:01;0;1;1;1;0
188;1;1;13.11.2019 21:21;1;2;1;13845.15;193731;207576.15;0;63;88908.69;1411.25;14.12.2020 12:37;0;0;0;0;0
189;NULL;1;13.11.2019 21:21;1;2;1;3466.97;324665;328131.97;0;283;237587.39;839.53;14.06.2021 15:13;0;1;1;1;0
190;NULL;1;13.11.2019 21:23;1;2;1;16390.47;236306;252696.47;0;206;152355.89;739.59;12.06.2021 21:53;0;1;1;1;0
