ContactId;GenderCode;DoNotEMail;registration_date;sendsms;source;allownotification;balance;credit;debet;discount_summ;quantity;summ;average_cheque;last_transaction_date;churn_bool;has_last_week_transaction;has_last_month_transaction;has_last_halfyear_transaction;churn_prob
24;NULL;1;12.11.2019 9:50;1;2;1;670,86;73 731,00;74 401,86;0;36;73 294,18;2 035,95;25.04.2021 15:58;0;0;0;1;0
25;NULL;1;12.11.2019 10:02;1;2;1;949,01;67 789,00;68 738,01;0;58;69 166,68;1 192,53;30.05.2021 11:42;0;0;1;1;0
26;NULL;1;12.11.2019 11:10;1;2;1;12 333,13;565 987,00;578 320,13;0;32;243 463,58;7 608,24;18.05.2021 10:45;0;0;1;1;0
27;NULL;1;12.11.2019 11:24;1;2;1;167,46;23 446,00;23 613,46;0;40;40 486,43;1 012,16;02.06.2021 12:18;0;1;1;1;0
28;NULL;1;12.11.2019 11:36;1;2;1;1 095,83;40 065,00;41 160,83;0;41;32 663,33;796,67;31.05.2021 8:03;0;0;1;1;0
29;NULL;1;12.11.2019 11:37;1;2;1;1 277,12;16 377,00;17 654,12;0;45;24 851,14;552,25;12.06.2021 11:29;0;1;1;1;0
30;NULL;1;12.11.2019 11:54;1;2;1;129,66;110 248,00;110 377,66;0;12;75 724,23;6 310,35;28.04.2021 10:10;0;0;0;1;0
31;NULL;1;12.11.2019 12:25;1;2;1;824,27;22 943,00;23 767,27;0;67;42 633,93;636,33;12.06.2021 14:41;0;1;1;1;0
32;1;1;12.11.2019 12:33;1;2;1;1 017,79;221 226,00;222 243,79;0;16;59 504,94;3 719,06;23.04.2021 22:30;0;0;0;1;0
33;NULL;1;12.11.2019 12:39;1;2;1;18 494,68;353 539,00;372 033,68;0;194;269 702,37;1 390,22;13.06.2021 20:21;0;1;1;1;0
34;NULL;1;12.11.2019 12:48;1;2;1;1 524,31;241 923,00;243 447,31;0;88;144 349,09;1 640,33;13.06.2021 16:27;0;1;1;1;0
35;2;1;12.11.2019 13:02;1;2;1;9 076,99;142 040,00;151 116,99;0;64;93 052,89;1 453,95;07.06.2021 11:52;0;1;1;1;0
36;NULL;1;12.11.2019 13:02;1;2;1;174,36;145 382,00;145 556,36;0;157;91 815,56;584,81;11.06.2021 12:35;0;1;1;1;0
37;NULL;1;12.11.2019 13:07;1;2;1;0;16 593,43;16 593,43;0;25;14 152,35;566,09;03.07.2020 14:54;0;0;0;0;0
38;NULL;1;12.11.2019 13:10;1;2;1;1 687,69;565 454,00;567 141,69;0;99;257 541,36;2 601,43;12.06.2021 19:11;0;1;1;1;0
39;NULL;1;12.11.2019 13:24;1;2;1;41 644,69;137 007,00;178 651,69;0;120;128 264,32;1 068,87;13.06.2021 14:06;0;1;1;1;0
40;NULL;1;12.11.2019 13:31;1;2;1;166,63;54 366,00;54 532,63;0;84;70 460,92;838,82;09.06.2021 13:04;0;1;1;1;0
41;NULL;1;12.11.2019 13:42;1;2;1;188,78;46 884,00;47 072,78;0;84;66 577,18;792,59;26.05.2021 10:11;0;0;1;1;0
42;1;1;12.11.2019 14:01;1;2;1;95;26 654,08;26 749,08;0;101;18 362,05;181,8;22.02.2021 12:19;0;0;0;1;0
43;NULL;1;12.11.2019 14:19;1;2;1;4 049,04;111 412,00;115 461,04;0;52;143 554,63;2 760,67;05.06.2021 9:45;0;1;1;1;0
44;NULL;1;12.11.2019 14:36;1;2;1;145,82;6 250,00;6 395,82;0;14;25 125,78;1 794,70;26.05.2021 15:51;0;0;1;1;0
45;NULL;1;2019-11-12 15:18:26.070;1;2;1;843,61;46 916,00;47 759,61;0;14;11 964,60;854,61;08.06.2021 17:37;0;1;1;1;0
46;NULL;1;12.11.2019 15:42;1;2;1;250,94;35 292,66;35 543,60;0;61;41 116,87;674,05;20.04.2021 18:05;0;0;0;1;0
47;NULL;1;12.11.2019 15:47;1;2;1;1 038,42;26 476,00;27 514,42;0;64;60 484,54;945,07;02.06.2021 13:39;0;1;1;1;0
48;1;1;12.11.2019 15:51;0;2;1;0;6 855,26;6 855,26;0;3;6 898,42;2 299,47;03.10.2020 11:42;0;0;0;0;0
49;NULL;1;12.11.2019 16:03;1;2;1;1 209,04;167 486,00;168 695,04;0;130;112 903,04;868,48;14.06.2021 18:34;0;1;1;1;0
50;NULL;1;12.11.2019 16:04;1;2;1;98,65;45 135,00;45 233,65;0;76;146 410,23;1 926,45;14.06.2021 10:26;0;1;1;1;0
51;NULL;1;12.11.2019 16:35;1;2;1;4 555,90;3 545,46;8 101,36;0;3;8 101,36;2 700,45;07.03.2021 15:52;0;0;0;1;0
52;NULL;1;12.11.2019 16:42;1;2;1;1 878,70;144 699,00;146 577,70;0;85;104 878,97;1 233,87;11.06.2021 19:05;0;1;1;1;0
53;NULL;1;12.11.2019 16:44;1;2;1;0;2 837,05;2 837,05;0;4;2 854,87;713,72;19.06.2020 16:08;0;0;0;0;0
54;NULL;1;12.11.2019 17:25;1;2;1;4 346,51;257 044,00;261 390,51;0;55;131 073,55;2 383,16;23.02.2021 14:55;0;0;0;1;0
55;NULL;1;12.11.2019 17:28;1;2;1;950,15;220 696,00;221 646,15;0;78;120 836,07;1 549,18;14.06.2021 14:24;0;1;1;1;0
56;1;1;12.11.2019 17:31;1;2;1;1 508,18;55 376,00;56 884,18;0;45;50 274,33;1 117,21;01.04.2021 16:33;0;0;0;1;0
57;NULL;1;12.11.2019 17:41;1;2;1;1 448,12;136 924,00;138 372,12;0;87;77 381,60;889,44;12.06.2021 15:26;0;1;1;1;0
58;NULL;1;12.11.2019 17:44;1;2;1;2 828,35;8 325,00;11 153,35;0;18;9 356,59;519,81;18.12.2020 11:32;0;0;0;0;0
59;NULL;1;12.11.2019 17:49;1;2;1;7 401,09;50 607,32;58 008,41;0;13;36 967,85;2 843,68;09.06.2021 18:33;0;1;1;1;0
60;NULL;1;12.11.2019 17:50;1;2;1;12 640,34;1 376 512,00;1 389 152,34;0;137;686 920,13;5 014,02;13.06.2021 16:46;0;1;1;1;0
61;NULL;1;12.11.2019 17:52;1;2;1;12 411,19;664 753,00;677 164,19;0;63;299 751,03;4 757,95;01.05.2021 16:49;0;0;1;1;0
62;NULL;1;12.11.2019 17:54;1;2;1;90,57;15 817,00;15 907,57;0;19;19 215,76;1 011,36;28.04.2021 15:35;0;0;0;1;0
63;NULL;1;12.11.2019 18:11;1;2;1;2 584,33;110 506,00;113 090,33;0;89;60 234,14;676,79;05.06.2021 13:05;0;1;1;1;0
64;NULL;1;12.11.2019 18:12;1;2;1;1 832,57;1 213 349,00;1 215 181,57;0;329;766 667,32;2 330,30;13.06.2021 18:06;0;1;1;1;0
65;NULL;1;12.11.2019 18:20;1;2;1;4 010,16;237 378,00;241 388,16;0;32;116 155,81;3 629,87;04.04.2021 17:57;0;0;0;1;0
66;NULL;1;12.11.2019 18:25;1;2;1;2 558,00;35 983,90;38 541,90;0;5;14 848,66;2 969,73;04.03.2021 16:33;0;0;0;1;0
67;NULL;1;12.11.2019 18:29;1;2;1;4 886,44;289 593,00;294 479,44;0;206;192 108,42;932,57;13.06.2021 16:46;0;1;1;1;0
68;NULL;1;12.11.2019 18:38;1;2;1;2 318,97;96 033,00;98 351,97;0;81;65 352,03;806,82;03.05.2021 12:22;0;0;1;1;0
69;1;1;12.11.2019 18:47;1;2;1;2 016,77;574 607,00;576 623,77;0;402;455 250,05;1 132,46;14.06.2021 20:28;0;1;1;1;0
70;NULL;1;12.11.2019 18:53;0;2;1;27 705,87;139 345,00;167 050,87;0;14;102 902,71;7 350,19;14.03.2021 15:27;0;0;0;1;0
71;NULL;1;12.11.2019 18:59;1;2;1;556,74;902,03;1 458,77;0;7;1 458,77;208,4;10.02.2021 14:29;0;0;0;1;0
72;NULL;1;12.11.2019 19:08;1;2;1;1 145,40;77 936,00;79 081,40;0;99;61 998,77;626,25;06.06.2021 14:32;0;1;1;1;0
73;NULL;1;12.11.2019 19:10;1;2;1;4 412,09;413 521,00;417 933,09;0;184;280 409,48;1 523,96;10.06.2021 18:19;0;1;1;1;0
74;NULL;1;12.11.2019 19:23;1;2;1;0;26 917,34;26 917,34;0;3;16 978,51;5 659,50;21.11.2020 17:39;0;0;0;0;0
75;NULL;1;12.11.2019 19:28;1;2;1;11 125,87;101 439,00;112 564,87;0;71;67 110,36;945,22;13.06.2021 12:53;0;1;1;1;0
76;NULL;1;12.11.2019 19:34;1;2;1;4 743,43;89 873,00;94 616,43;0;66;76 433,09;1 158,08;05.06.2021 16:56;0;1;1;1;0
77;NULL;1;12.11.2019 19:41;1;2;1;2 912,07;147 904,47;150 816,54;0;15;55 484,68;3 698,98;19.05.2021 18:04;0;0;1;1;0
78;NULL;1;12.11.2019 19:44;1;2;1;3 444,93;33 121,77;36 566,70;0;14;29 644,98;2 117,50;03.03.2021 14:15;0;0;0;1;0
79;NULL;1;12.11.2019 19:44;1;2;1;5 126,64;184 521,00;189 647,64;0;132;126 781,56;960,47;10.06.2021 18:19;0;1;1;1;0
80;NULL;1;12.11.2019 19:56;1;2;1;0;71 767,33;71 767,33;0;3;18 160,21;6 053,40;21.08.2020 19:28;0;0;0;0;0
81;NULL;1;12.11.2019 20:02;1;2;1;4 084,49;270 038,00;274 122,49;0;455;183 457,29;403,2;13.06.2021 16:09;0;1;1;1;0
82;NULL;1;12.11.2019 20:06;1;2;1;3 180,58;105 610,00;108 790,58;0;102;97 203,01;952,97;12.06.2021 14:31;0;1;1;1;0
83;1;1;12.11.2019 20:08;0;2;1;0;6 061,60;6 061,60;0;3;11 130,28;3 710,09;16.12.2020 14:59;0;0;0;0;0
84;NULL;1;12.11.2019 20:11;1;2;1;5 323,11;134 447,00;139 770,11;0;89;86 565,69;972,65;01.06.2021 14:47;0;1;1;1;0
85;1;1;2019-11-12 20:12:59.080;1;2;1;3 265,09;118 766,00;122 031,09;0;121;82 692,19;683,41;14.06.2021 15:25;0;1;1;1;0
86;NULL;1;12.11.2019 20:17;1;2;1;3 300,22;165 103,00;168 403,22;0;103;105 769,60;1 026,89;13.06.2021 19:04;0;1;1;1;0
87;NULL;1;12.11.2019 20:22;1;2;1;801,95;268 799,00;269 600,95;0;62;88 201,00;1 422,60;15.05.2021 21:06;0;0;1;1;0
88;NULL;1;2019-11-12 20:46:06.053;1;2;1;22 174,22;1 056 362,00;1 078 536,22;0;98;562 762,12;5 742,47;28.05.2021 14:24;0;0;1;1;0
89;NULL;1;12.11.2019 20:51;1;2;1;2 249,91;103 606,00;105 855,91;0;27;64 345,41;2 383,16;12.06.2021 21:08;0;1;1;1;0
90;NULL;1;12.11.2019 21:11;1;2;1;3 766,43;30 527,00;34 293,43;0;18;19 399,33;1 077,74;12.01.2021 12:47;0;0;0;1;0
91;1;1;12.11.2019 21:19;1;2;1;7 137,22;75 046,00;82 183,22;0;35;61 974,27;1 770,69;06.06.2021 15:49;0;1;1;1;0
92;NULL;1;12.11.2019 21:20;1;2;1;718,87;22 027,00;22 745,87;0;78;11 724,17;150,31;12.06.2021 11:13;0;1;1;1;0
93;NULL;1;12.11.2019 21:29;1;2;1;4 162,84;276 873,00;281 035,84;0;106;193 923,27;1 829,46;12.06.2021 12:00;0;1;1;1;0
94;NULL;1;12.11.2019 21:43;1;2;1;4 384,25;14 515,00;18 899,25;0;21;18 938,62;901,84;20.01.2021 19:45;0;0;0;1;0
95;NULL;1;12.11.2019 21:50;1;2;1;1 258,96;148 679,00;149 937,96;0;88;97 367,75;1 106,45;14.06.2021 11:01;0;1;1;1;0
96;2;1;12.11.2019 21:53;1;2;1;137,33;38 415,61;38 552,94;0;85;137 419,06;1 616,69;07.06.2021 11:40;0;1;1;1;0
97;1;1;12.11.2019 21:59;1;2;1;3 055,36;30 070,00;33 125,36;0;24;31 117,12;1 296,55;09.06.2021 14:19;0;1;1;1;0
98;NULL;1;12.11.2019 22:04;1;2;1;36 555,77;593 297,00;629 852,77;0;159;387 010,29;2 434,03;13.06.2021 16:11;0;1;1;1;0
99;NULL;1;2019-11-12 22:20:43.080;1;2;1;18 308,05;391 152,00;409 460,05;0;98;241 385,28;2 463,12;29.05.2021 16:20;0;0;1;1;0
100;NULL;1;12.11.2019 22:26;1;2;1;0;309 342,90;309 342,90;0;87;175 494,48;2 017,18;10.09.2020 9:38;0;0;0;0;0
101;NULL;1;2019-11-12 22:26:32.007;1;2;1;658,92;354 197,00;354 855,92;0;53;218 309,65;4 119,05;28.12.2020 13:36;0;0;0;0;0
102;NULL;1;12.11.2019 22:32;1;2;1;2 902,15;493 650,00;496 552,15;0;66;293 499,46;4 446,96;10.06.2021 15:30;0;1;1;1;0
103;NULL;1;12.11.2019 23:25;1;2;1;3 029,61;1 777 122,00;1 780 151,61;0;93;721 652,23;7 759,70;06.06.2021 21:24;0;1;1;1;0
104;1;1;12.11.2019 23:26;0;2;1;0;87 648,83;87 648,83;0;5;28 165,90;5 633,18;19.06.2020 18:42;0;0;0;0;0
105;2;1;12.11.2019 23:52;1;2;1;2 357,83;16 512,00;18 869,83;0;40;16 993,13;424,83;23.04.2021 21:11;0;0;0;1;0
106;NULL;1;13.11.2019 5:44;1;2;1;15 344,39;707 012,00;722 356,39;0;330;483 334,06;1 464,65;12.06.2021 10:33;0;1;1;1;0
107;2;1;13.11.2019 7:43;1;2;1;1 162,44;369 012,00;370 174,44;0;195;198 587,34;1 018,40;11.06.2021 19:01;0;1;1;1;0
108;NULL;1;13.11.2019 8:04;0;2;1;20 418,03;495 091,00;515 509,03;0;174;317 656,14;1 825,61;12.06.2021 17:14;0;1;1;1;0
109;NULL;1;13.11.2019 8:37;1;2;1;1 740,88;86 117,00;87 857,88;0;45;75 094,11;1 668,76;08.06.2021 20:32;0;1;1;1;0
110;1;1;13.11.2019 8:50;1;2;1;19 189,90;242 089,00;261 278,90;0;18;121 584,35;6 754,69;25.05.2021 12:07;0;0;1;1;0
111;NULL;1;13.11.2019 9:24;1;2;1;0;126 216,99;126 216,99;0;135;115 439,72;855,11;03.10.2020 17:37;0;0;0;0;0
112;1;1;13.11.2019 9:32;1;2;1;13 183,81;8 407,00;21 590,81;0;12;12 709,92;1 059,16;15.12.2020 22:19;0;0;0;0;0
113;NULL;1;13.11.2019 9:35;1;2;1;2 973,86;670 470,00;673 443,86;0;153;442 377,20;2 891,35;03.06.2021 14:07;0;1;1;1;0
114;NULL;1;13.11.2019 9:48;1;2;1;2 122,05;103 880,00;106 002,05;0;28;103 062,54;3 680,81;24.05.2021 19:01;0;0;1;1;0
115;NULL;1;13.11.2019 10:30;1;2;1;694,25;28 941,00;29 635,25;0;26;18 468,66;710,33;12.06.2021 14:15;0;1;1;1;0
116;NULL;1;2019-11-13 10:43:09.027;1;2;1;166,78;287 026,00;287 192,78;0;148;225 151,35;1 521,29;14.06.2021 12:01;0;1;1;1;0
117;NULL;1;13.11.2019 10:48;1;2;1;1 826,41;19 917,00;21 743,41;0;38;57 909,72;1 523,94;31.05.2021 13:31;0;0;1;1;0
118;NULL;1;13.11.2019 10:51;1;2;1;22 041,45;158 254,00;180 295,45;0;455;194 710,57;427,94;14.06.2021 13:50;0;1;1;1;0
119;NULL;1;13.11.2019 11:03;1;2;1;9 967,14;841 215,00;851 182,14;0;208;521 848,56;2 508,89;12.06.2021 10:13;0;1;1;1;0
120;NULL;1;13.11.2019 11:05;1;2;1;552,7;128 201,00;128 753,70;0;35;54 774,83;1 565,00;16.02.2021 16:48;0;0;0;1;0
121;NULL;1;13.11.2019 11:08;1;2;1;658,6;3 219,56;3 878,16;0;11;6 154,84;559,53;25.05.2021 18:02;0;0;1;1;0
122;NULL;1;13.11.2019 11:11;1;2;1;868,98;7 973,06;8 842,04;0;18;8 826,40;490,36;09.05.2021 13:33;0;0;1;1;0
123;NULL;1;13.11.2019 11:12;1;2;1;5 011,75;70 084,38;75 096,13;0;5;15 121,07;3 024,21;27.12.2020 12:03;0;0;0;0;0
124;NULL;1;13.11.2019 11:39;1;2;1;2 337,57;237 412,00;239 749,57;0;183;181 999,54;994,53;14.06.2021 15:35;0;1;1;1;0
125;NULL;1;13.11.2019 11:41;1;2;1;913,98;19 548,00;20 461,98;0;28;16 223,78;579,42;10.05.2021 12:48;0;0;1;1;0
126;NULL;1;13.11.2019 11:43;1;2;1;2 722,02;29 483,00;32 205,02;0;27;45 745,59;1 694,28;11.06.2021 19:43;0;1;1;1;0
127;NULL;1;13.11.2019 11:45;1;2;1;104,62;38 395,00;38 499,62;0;65;46 680,88;718,17;10.06.2021 15:16;0;1;1;1;0
128;NULL;1;13.11.2019 11:45;1;2;1;2 277,31;140 235,00;142 512,31;0;87;164 177,81;1 887,10;11.06.2021 12:57;0;1;1;1;0
129;NULL;1;13.11.2019 11:48;1;2;1;1 704,18;36 640,00;38 344,18;0;80;64 491,44;806,14;07.06.2021 14:53;0;1;1;1;0
130;NULL;1;13.11.2019 11:54;1;2;1;4 566,59;251 453,00;256 019,59;0;91;192 330,64;2 113,52;13.06.2021 11:57;0;1;1;1;0
131;NULL;1;13.11.2019 11:56;1;2;1;5 534,83;11 157,00;16 691,83;0;26;23 410,24;900,39;01.06.2021 12:57;0;1;1;1;0
132;NULL;1;13.11.2019 12:07;1;2;1;358,54;30 280,19;30 638,73;0;17;12 958,16;762,24;29.04.2021 16:13;0;0;0;1;0
133;NULL;1;2019-11-13 12:26:25.050;1;2;1;1 308,85;2 474,55;3 783,40;0;8;7 335,57;916,95;26.04.2021 17:07;0;0;0;1;0
134;NULL;1;13.11.2019 12:28;1;2;1;89,68;86 176,00;86 265,68;0;100;101 764,64;1 017,65;08.06.2021 12:53;0;1;1;1;0
135;NULL;1;13.11.2019 12:34;1;2;1;4 113,08;1 419 399,00;1 423 512,08;0;136;662 088,43;4 868,30;15.04.2021 14:46;0;0;0;1;0
136;NULL;1;13.11.2019 12:42;0;2;1;615,07;196 699,00;197 314,07;0;259;124 751,92;481,67;06.06.2021 16:32;0;1;1;1;0
137;NULL;1;2019-11-13 12:42:58.030;1;2;1;128,8;281 657,00;281 785,80;0;181;234 287,62;1 294,41;14.06.2021 14:09;0;1;1;1;0
138;NULL;1;2019-11-13 12:48:52.017;1;2;1;4 888,40;67 923,00;72 811,40;0;34;56 559,85;1 663,53;16.03.2021 17:22;0;0;0;1;0
139;NULL;1;13.11.2019 12:59;1;2;1;1 014,99;163 825,00;164 839,99;0;390;69 790,08;178,95;11.06.2021 18:03;0;1;1;1;0
140;2;1;13.11.2019 13:10;1;2;1;10 264,11;295 091,00;305 355,11;0;212;175 972,79;830,06;11.05.2021 17:22;0;0;1;1;0
141;NULL;1;13.11.2019 13:14;1;2;1;3 168,46;262 550,00;265 718,46;0;326;208 125,14;638,42;09.06.2021 20:23;0;1;1;1;0
142;NULL;1;13.11.2019 13:16;0;2;1;398,02;146 763,00;147 161,02;0;124;92 165,29;743,27;20.04.2021 13:00;0;0;0;1;0
143;NULL;1;13.11.2019 13:22;1;2;1;0;9 384,56;9 384,56;0;9;13 440,64;1 493,40;16.06.2020 11:39;0;0;0;0;0
144;NULL;1;13.11.2019 13:42;1;2;1;79;37 721,00;37 800,00;0;56;23 078,08;412,11;23.03.2021 12:00;0;0;0;1;0
145;NULL;1;13.11.2019 13:43;1;2;1;931,03;88 322,60;89 253,63;0;27;54 751,66;2 027,84;02.05.2021 14:41;0;0;1;1;0
146;NULL;1;13.11.2019 13:50;1;2;1;161,19;246 719,00;246 880,19;0;118;282 394,80;2 393,18;14.06.2021 12:07;0;1;1;1;0
147;NULL;1;13.11.2019 13:56;1;2;1;79,03;30 672,00;30 751,03;0;115;25 014,80;217,52;13.06.2021 11:12;0;1;1;1;0
148;NULL;1;13.11.2019 14:02;1;2;1;751,44;51 328,00;52 079,44;0;100;65 425,68;654,26;07.06.2021 10:32;0;1;1;1;0
149;NULL;1;2019-11-13 14:10:09.060;1;2;1;924,68;149 361,00;150 285,68;0;319;107 759,37;337,8;13.06.2021 20:07;0;1;1;1;0
150;NULL;1;13.11.2019 14:10;1;2;1;4 903,36;242 264,00;247 167,36;0;109;145 777,85;1 337,41;12.05.2021 11:32;0;0;1;1;0
151;NULL;1;13.11.2019 14:49;1;2;1;1 350,67;53 769,00;55 119,67;0;116;65 820,19;567,42;31.05.2021 14:59;0;0;1;1;0
152;NULL;1;13.11.2019 14:58;1;2;1;10 093,99;21 534,00;31 627,99;0;37;18 066,25;488,28;23.05.2021 10:47;0;0;1;1;0
153;NULL;1;13.11.2019 15:00;1;2;1;3 756,10;55 873,00;59 629,10;0;36;61 134,43;1 698,18;13.06.2021 10:18;0;1;1;1;0
154;NULL;1;13.11.2019 15:32;1;2;1;2 735,73;165 233,00;167 968,73;0;101;122 380,87;1 211,69;09.06.2021 22:02;0;1;1;1;0
155;2;1;13.11.2019 15:49;0;2;1;8 571,92;486 343,00;494 914,92;0;129;341 949,35;2 650,77;14.06.2021 17:27;0;1;1;1;0
156;2;1;13.11.2019 15:59;1;2;1;137,3;74 804,00;74 941,30;0;121;76 203,91;629,78;07.06.2021 15:06;0;1;1;1;0
157;NULL;1;13.11.2019 16:11;1;2;1;411,35;17 949,07;18 360,42;0;12;6 180,58;515,05;22.01.2021 14:36;0;0;0;1;0
158;1;1;2019-11-13 16:14:29.087;1;2;1;5 841,69;69 280,00;75 121,69;0;81;50 499,37;623,45;27.05.2021 10:38;0;0;1;1;0
159;NULL;1;13.11.2019 16:15;1;2;1;107,9;162 421,00;162 528,90;0;247;141 812,64;574,14;07.06.2021 10:12;0;1;1;1;0
160;NULL;1;2019-11-13 16:20:57.063;1;2;1;847,14;42 732,00;43 579,14;0;27;22 216,48;822,83;06.06.2021 18:48;0;1;1;1;0
161;NULL;1;2019-11-13 16:29:45.083;1;2;1;1 016,39;69 226,00;70 242,39;0;86;27 416,84;318,8;15.05.2021 21:35;0;0;1;1;0
162;NULL;1;13.11.2019 16:30;1;2;1;1 110,29;60 637,00;61 747,29;0;39;47 106,43;1 207,86;06.06.2021 18:34;0;1;1;1;0
163;NULL;1;13.11.2019 16:31;1;2;1;13 389,28;41 715,00;55 104,28;0;31;38 084,11;1 228,52;14.12.2020 12:06;0;0;0;0;0
164;NULL;1;13.11.2019 16:32;1;2;1;1 387,87;166 140,00;167 527,87;0;64;102 324,81;1 598,83;08.06.2021 13:51;0;1;1;1;0
165;NULL;1;13.11.2019 16:37;1;2;1;1 093,71;127 522,00;128 615,71;0;101;101 698,70;1 006,92;09.06.2021 7:39;0;1;1;1;0
166;NULL;1;13.11.2019 16:42;0;2;1;2 639,90;127 283,00;129 922,90;0;78;89 387,42;1 145,99;05.06.2021 21:22;0;1;1;1;0
167;NULL;1;13.11.2019 16:43;1;2;1;4 181,61;289 656,00;293 837,61;0;32;179 229,05;5 600,91;08.06.2021 16:47;0;1;1;1;0
168;NULL;1;13.11.2019 16:51;1;2;1;6 055,17;279 696,00;285 751,17;0;23;103 292,41;4 490,97;07.06.2021 17:22;0;1;1;1;0
169;NULL;1;13.11.2019 16:54;1;2;1;0;85 734,57;85 734,57;0;15;51 440,29;3 429,35;10.07.2020 13:22;0;0;0;0;0
170;NULL;1;13.11.2019 17:25;1;2;1;23 145,76;270 191,00;293 336,76;0;32;160 906,96;5 028,34;11.06.2021 12:48;0;1;1;1;0
171;NULL;1;13.11.2019 17:25;1;2;1;1 806,79;16 179,00;17 985,79;0;20;28 977,70;1 448,89;11.06.2021 10:20;0;1;1;1;0
172;NULL;1;13.11.2019 17:26;1;2;1;12 969,71;267 562,00;280 531,71;0;219;180 562,35;824,49;14.06.2021 12:45;0;1;1;1;0
173;1;1;13.11.2019 17:29;1;2;1;1 551,58;173 330,00;174 881,58;0;170;166 137,20;977,28;04.06.2021 21:09;0;1;1;1;0
174;2;1;13.11.2019 17:45;1;2;1;5 220,57;5 109,00;10 329,57;0;12;23 623,59;1 968,63;26.05.2021 8:48;0;0;1;1;0
175;NULL;1;13.11.2019 17:46;1;2;1;2 127,59;395 524,00;397 651,59;0;630;245 891,38;390,3;25.05.2021 21:52;0;0;1;1;0
176;NULL;1;2019-11-13 17:50:33.087;1;2;1;3 444,91;217 779,00;221 223,91;0;340;153 566,38;451,67;14.06.2021 18:25;0;1;1;1;0
